track_id	track_name	track_artist	track_popularity	track_album_id	track_album_name	track_album_release_date	playlist_name	playlist_id	danceability	energy	key	loudness	mode	speechiness	acousticness	instrumentalness	liveness	valence	tempo	duration_ms	playlist_genre	playlist_subgenre
6ul8Krzy7gmzTtC0I6s0T5	In The Land Of Grey & Pink	Caravan	0	6ul8Krzy7gmzTtC0I6s0T5	In The Land Of Grey And Pink	1971-01-01	Progressive Rock / Metal - Rock /Metal  Progresivo	6ul8Krzy7gmzTtC0I6s0T5	0.7	0.3	2	-15.58	1	0.07	0.339	0.0012	0.2	0.61	84.8	298840	rock	album rock
0MYNeFsKpzBHwrJGfWZysV	Locomotive Breath	Jethro Tull	60	0MYNeFsKpzBHwrJGfWZysV	Aqualung (Special Edition)	1971-03-19	Progressive Rock / Metal - Rock /Metal  Progresivo	0MYNeFsKpzBHwrJGfWZysV	0.68	0.53	11	-13.11	0	0.09	0.417	0.011	0.06	0.35	124.55	266013	rock	album rock
7s4eOa9D4Qt7o3iRChaVIu	In The Dead Of Night	U.K.	35	7s4eOa9D4Qt7o3iRChaVIu	U.K.	1978-01-01	Progressive Rock / Metal - Rock /Metal  Progresivo	7s4eOa9D4Qt7o3iRChaVIu	0.52	0.6	4	-11.01	0	0.06	0.218	5.66e-05	0.22	0.77	153.64	334040	rock	album rock
12UjiJ9QUzkjOeupCndZBd	Killer	Van Der Graaf Generator	33	12UjiJ9QUzkjOeupCndZBd	First Generation	1986-01-01	Progressive Rock / Metal - Rock /Metal  Progresivo	12UjiJ9QUzkjOeupCndZBd	0.44	0.56	7	-14.88	1	0.05	0.0566	0.000789	0.27	0.55	141.7	497640	rock	album rock
1N0tGBaY1qyZ7GLBoggpNi	Frequency	IQ	32	1N0tGBaY1qyZ7GLBoggpNi	Frequency	2010-07-16	Progressive Rock / Metal - Rock /Metal  Progresivo	1N0tGBaY1qyZ7GLBoggpNi	0.17	0.75	11	-5.68	0	0.05	0.0748	0.00507	0.1	0.13	167.99	509240	rock	album rock
7CaHAD3zQcvUBZ5ygN8cQS	Blackest Deeds	The Watch	17	7CaHAD3zQcvUBZ5ygN8cQS	Seven	2017-05-29	Progressive Rock / Metal - Rock /Metal  Progresivo	7CaHAD3zQcvUBZ5ygN8cQS	0.39	0.46	7	-11.01	0	0.03	0.0893	0.00281	0.15	0.26	150.04	349916	rock	album rock
4IcEBPHjmpQIRk1WZKfOdO	The First Rebreather	Big Big Train	30	4IcEBPHjmpQIRk1WZKfOdO	English Electric (Part One)	2012-09-03	Progressive Rock / Metal - Rock /Metal  Progresivo	4IcEBPHjmpQIRk1WZKfOdO	0.44	0.55	11	-7.62	0	0.03	0.155	0.00101	0.06	0.14	144.97	512280	rock	album rock
0RJJfHHtI0cSUyCzNUdBEX	Idyll	Amarok	0	0RJJfHHtI0cSUyCzNUdBEX	Hunt	2017-06-23	Progressive Rock / Metal - Rock /Metal  Progresivo	0RJJfHHtI0cSUyCzNUdBEX	0.56	0.35	7	-11.26	0	0.03	0.103	7.99913463182747	0.07	0.04	64	340593	rock	album rock
0PgnokuwZfyZHpvGFITIsI	Unchain the Earth	RPWL	36	0PgnokuwZfyZHpvGFITIsI	Beyond Man and Time	2012-03-09	Progressive Rock / Metal - Rock /Metal  Progresivo	0PgnokuwZfyZHpvGFITIsI	0.59	0.59	9	-7.05	0	0.03	0.152	1.45847637632396	0.14	0.09	115	426013	rock	album rock
6go1wE4EM2aTQy4ciVbCWe	The Fleeting Deep	Carptree	0	6go1wE4EM2aTQy4ciVbCWe	Emerger	2017-04-07	Progressive Rock / Metal - Rock /Metal  Progresivo	6go1wE4EM2aTQy4ciVbCWe	0.21	0.65	4	-7.45	0	0.03	0.000385	0.078	0.2	0.13	95.64	466120	rock	album rock
2j1lh6fHsusuOuMyxdlERT	Tachyon	Comedy of Errors	11	2j1lh6fHsusuOuMyxdlERT	House of the Mind	2017-06-16	Progressive Rock / Metal - Rock /Metal  Progresivo	2j1lh6fHsusuOuMyxdlERT	0.49	0.75	0	-10.95	1	0.03	0.0101	0.472	0.24	0.22	131.99	375747	rock	album rock
4YrqGPC6YcQx7jtdtVpGyc	Blackened	Blind Ego	31	4YrqGPC6YcQx7jtdtVpGyc	Liquid	2016-10-21	Progressive Rock / Metal - Rock /Metal  Progresivo	4YrqGPC6YcQx7jtdtVpGyc	0.28	0.65	10	-7.64	0	0.03	0.025	0.0362	0.1	0.06	96.09	344307	rock	album rock
60Evtx3MICRBjDGgMX04Co	Undertow	Chroma Key	32	60Evtx3MICRBjDGgMX04Co	Dead Air for Radios	1998-01-01	Progressive Rock / Metal - Rock /Metal  Progresivo	60Evtx3MICRBjDGgMX04Co	0.67	0.62	2	-8.79	0	0.03	0.0366	0.256	0.08	0.74	118.07	289400	rock	album rock
39BRogniQcxFIi9zKLxwxk	Sorgenfri	Agusa	10	39BRogniQcxFIi9zKLxwxk	Agusa	2017-10-27	Progressive Rock / Metal - Rock /Metal  Progresivo	39BRogniQcxFIi9zKLxwxk	0.29	0.5	4	-12.6	0	0.03	0.00128	0.641	0.1	0.47	89.5	300429	rock	album rock
71lboXdN743zXxlfrsOSC1	Blackfield	Blackfield	41	71lboXdN743zXxlfrsOSC1	Blackfield	2004-01-02	Progressive Rock / Metal - Rock /Metal  Progresivo	71lboXdN743zXxlfrsOSC1	0.41	0.74	11	-5.52	0	0.03	0.000459	0.000992	0.18	0.11	81.92	246960	rock	album rock
0BCHLiF9rkE4yk5yfoVDWH	Falling Down	Pallas	10	0BCHLiF9rkE4yk5yfoVDWH	XXV	2011-01-21	Progressive Rock / Metal - Rock /Metal  Progresivo	0BCHLiF9rkE4yk5yfoVDWH	0.39	0.87	9	-5.73	1	0.05	0.000292	0.0391	0.18	0.44	136.1	449440	rock	album rock
37sATnMqADzYq0phTcUD0t	How Did It Come to This?	Arena	32	37sATnMqADzYq0phTcUD0t	The Unquiet Sky	2015-04-27	Progressive Rock / Metal - Rock /Metal  Progresivo	37sATnMqADzYq0phTcUD0t	0.4	0.45	2	-8.06	0	0.03	0.248	7.19557888803538	0.17	0.28	74.94	270653	rock	album rock
2OgY6eAw7bnNwJLWPEtFLB	The Colours of My Life	Millenium	7	2OgY6eAw7bnNwJLWPEtFLB	44 Minutes	2017-09-22	Progressive Rock / Metal - Rock /Metal  Progresivo	2OgY6eAw7bnNwJLWPEtFLB	0.54	0.34	0	-14.27	1	0.03	0.204	0.0247	0.03	0.18	139.83	313813	rock	album rock
1SXaNlT88KkWotaPlJwosb	One	Fates Warning	34	1SXaNlT88KkWotaPlJwosb	Disconnected	2000	Progressive Rock / Metal - Rock /Metal  Progresivo	1SXaNlT88KkWotaPlJwosb	0.53	0.88	9	-5.34	1	0.05	0.0018	0.000111	0.21	0.55	90.06	266413	rock	album rock
51YoY9qjpQlzNFtFnxW7as	Mask Machine	Flying Colors	39	51YoY9qjpQlzNFtFnxW7as	Second Nature (Deluxe Edition)	2014-09-26	Progressive Rock / Metal - Rock /Metal  Progresivo	51YoY9qjpQlzNFtFnxW7as	0.43	0.85	9	-7.49	0	0.04	0.00483	0.0811	0.14	0.32	146.04	366987	rock	album rock
5IbYzV2VzATfYU8JElbQgo	No Decoder	Yogi Lang	18	5IbYzV2VzATfYU8JElbQgo	No Decoder	2010-11-05	Progressive Rock / Metal - Rock /Metal  Progresivo	5IbYzV2VzATfYU8JElbQgo	0.51	0.56	4	-7.22	0	0.03	0.327	0.877	0.12	0.19	128.04	254987	rock	album rock
6laytN8QTrImYMil9yMySN	Kicking and Collecting	Carptree	13	6laytN8QTrImYMil9yMySN	Nymf	2010-09-24	Progressive Rock / Metal - Rock /Metal  Progresivo	6laytN8QTrImYMil9yMySN	0.43	0.47	2	-10.04	0	0.03	0.0767	0.0356	0.34	0.24	148.18	425333	rock	album rock
1Da2lHU95BdwjkViCcMgvp	The Chase	Bjorn Riis	0	1Da2lHU95BdwjkViCcMgvp	Lullabies in a Car Crash	2014-11-03	Progressive Rock / Metal - Rock /Metal  Progresivo	1Da2lHU95BdwjkViCcMgvp	0.4	0.29	9	-15.13	1	0.03	0.0151	0.844	0.15	0.05	99.94	428000	rock	album rock
78aWb3IqcEa8n7mInJiatR	Alone	Wishbone Ash	0	78aWb3IqcEa8n7mInJiatR	Pilgrimage	1971	Progressive Rock / Metal - Rock /Metal  Progresivo	78aWb3IqcEa8n7mInJiatR	0.66	0.57	7	-14.81	1	0.03	0.00125	3.89246510697994	0.11	0.87	101.55	144289	rock	album rock
1XyztmdCr3DrtpsBBrOkgj	Which Way the Wind Blows	Anthony Phillips	28	1XyztmdCr3DrtpsBBrOkgj	Harvest of the Heart - An Anthology	2014-12-08	Progressive Rock / Metal - Rock /Metal  Progresivo	1XyztmdCr3DrtpsBBrOkgj	0.36	0.15	7	-15.64	1	0.04	0.896	0.000157	0.09	0.09	123.59	352187	rock	album rock
7hf0pfANPP2TgaDTcbUuhP	A Good Man	Bad Dreams	5	7hf0pfANPP2TgaDTcbUuhP	Apocalypse of the Mercy	2015-11-01	Progressive Rock / Metal - Rock /Metal  Progresivo	7hf0pfANPP2TgaDTcbUuhP	0.27	0.59	10	-7.94	1	0.03	0.0588	0.0331	0.13	0.12	130.48	491156	rock	album rock
1IH7pla7FUzFjkYud5zzNX	In Exile	The Pineapple Thief	0	1IH7pla7FUzFjkYud5zzNX	Your Wilderness	2016-08-12	Progressive Rock / Metal - Rock /Metal  Progresivo	1IH7pla7FUzFjkYud5zzNX	0.31	0.53	1	-11.68	0	0.03	0.0262	0.569	0.05	0.24	101.03	310210	rock	album rock
17u0JZTlZgmKeL2cd9DaP4	Deep Child	Solstice Coil	0	17u0JZTlZgmKeL2cd9DaP4	A Prescription for Paper Cuts	2005-01-01	Progressive Rock / Metal - Rock /Metal  Progresivo	17u0JZTlZgmKeL2cd9DaP4	0.42	0.89	11	-6.1	0	0.07	0.0366	0.154	0.14	0.41	133.64	375453	rock	album rock
0OeBUQzpwf7PYIvGtSPGAE	Battlement	Neuschwanstein	7	0OeBUQzpwf7PYIvGtSPGAE	Battlement	2006-10-19	Progressive Rock / Metal - Rock /Metal  Progresivo	0OeBUQzpwf7PYIvGtSPGAE	0.23	0.68	9	-9.47	0	0.04	0.462	0.818	0.31	0.1	155.14	432867	rock	album rock
4ndDbJMhpCC5DxFOzMmf4t	Love Hurts	Nazareth	7	4ndDbJMhpCC5DxFOzMmf4t	Hair Of The Dog	2010-02-15	Mega Rock Ballads: The Best Slow Rock Compilation Ever !	4ndDbJMhpCC5DxFOzMmf4t	0.44	0.49	7	-6.6	1	0.02	0.00693	0.00491	0.11	0.12	79.95	232120	rock	album rock
0RdUX4WE0fO30VnlUbDVL6	Still Loving You	Scorpions	72	0RdUX4WE0fO30VnlUbDVL6	Comeblack	2011-11-04	Mega Rock Ballads: The Best Slow Rock Compilation Ever !	0RdUX4WE0fO30VnlUbDVL6	0.28	0.6	6	-4.92	0	0.03	0.0047	0.00144	0.1	0.08	103.93	403453	rock	album rock
5rpo9tGeFdtPSQtE5bbPDL	Still Got The Blues	Gary Moore	44	5rpo9tGeFdtPSQtE5bbPDL	The Platinum Collection	2006	Mega Rock Ballads: The Best Slow Rock Compilation Ever !	5rpo9tGeFdtPSQtE5bbPDL	0.19	0.62	9	-6.27	0	0.04	0.164	0.000172	0.06	0.3	165.46	372467	rock	album rock
1EB3Z38oKDKVp4K2yEO2dl	More Than Words Can Say	Alias	51	1EB3Z38oKDKVp4K2yEO2dl	Alias	1990-01-01	Mega Rock Ballads: The Best Slow Rock Compilation Ever !	1EB3Z38oKDKVp4K2yEO2dl	0.41	0.38	4	-11.79	1	0.03	0.609	5.84744974097703	0.11	0.15	69.06	234196	rock	album rock
12axV6NUqaYH3yFUWwArzr	Losing My Religion	R.E.M.	12	12axV6NUqaYH3yFUWwArzr	In Time: The Best Of R.E.M. 1988-2003	2003-10-27	Mega Rock Ballads: The Best Slow Rock Compilation Ever !	12axV6NUqaYH3yFUWwArzr	0.67	0.85	9	-5.96	0	0.03	0.0879	0	0.1	0.8	125.43	269000	rock	album rock
1QEEqeFIZktqIpPI4jSVSF	More Than a Feeling	Boston	78	1QEEqeFIZktqIpPI4jSVSF	Boston	1976	The Sound of Album Rock	1QEEqeFIZktqIpPI4jSVSF	0.38	0.68	7	-8.04	1	0.03	0.000894	0.00217	0.05	0.29	108.74	285133	rock	album rock
2ccUQnjjNWT0rsNnsBpsCA	Surrender	Cheap Trick	69	2ccUQnjjNWT0rsNnsBpsCA	Heaven Tonight	1978-04	The Sound of Album Rock	2ccUQnjjNWT0rsNnsBpsCA	0.52	0.96	0	-7.08	1	0.04	0.00717	8.77e-06	0.66	0.87	133.85	253733	rock	album rock
4KfSdst7rW39C0sfhArdrz	Barracuda	Heart	73	4KfSdst7rW39C0sfhArdrz	Little Queen	1977-05-14	The Sound of Album Rock	4KfSdst7rW39C0sfhArdrz	0.55	0.69	4	-13.55	0	0.04	0.015	0.105	0.14	0.67	137.15	261933	rock	album rock
6BD1X1PeV5UzYUdiVaD2yL	Show Me The Way	Peter Frampton	66	6BD1X1PeV5UzYUdiVaD2yL	Frampton	1975-01-01	The Sound of Album Rock	6BD1X1PeV5UzYUdiVaD2yL	0.7	0.73	2	-7.72	1	0.03	0.434	1.1e-06	0.1	0.64	130.11	243267	rock	album rock
1XxUDJp9zsjd6tBSvE3la4	Heavy Metal	Sammy Hagar	58	1XxUDJp9zsjd6tBSvE3la4	Standing Hampton	1981-01-01	The Sound of Album Rock	1XxUDJp9zsjd6tBSvE3la4	0.28	0.64	2	-11.67	1	0.05	0.0178	0	0.29	0.64	186.5	230507	rock	album rock
4QwcuKjGjtl5fZe7kDdULV	Lay It on the Line	Triumph	52	4QwcuKjGjtl5fZe7kDdULV	Greatest Hits Remixed (Deluxe Edition)	2010-05-14	The Sound of Album Rock	4QwcuKjGjtl5fZe7kDdULV	0.23	0.87	9	-5.48	0	0.06	0.00672	0	0.24	0.28	91.72	246027	rock	album rock
1nmZ8yqKkfooOuYvtFctDp	Heat Of The Moment	Asia	66	1nmZ8yqKkfooOuYvtFctDp	Asia	1982-01-01	The Sound of Album Rock	1nmZ8yqKkfooOuYvtFctDp	0.32	0.84	1	-7.35	1	0.05	0.315	0.000313	0.35	0.54	136.23	227627	rock	album rock
4gvea7UlDkAvsJBPZAd4oB	The Boys Of Summer	Don Henley	76	4gvea7UlDkAvsJBPZAd4oB	Building The Perfect Beast	1984-01-01	The Sound of Album Rock	4gvea7UlDkAvsJBPZAd4oB	0.52	0.55	6	-13.74	1	0.04	0.501	0.00572	0.18	0.91	176.94	288733	rock	album rock
1bp2IO61zbQrbWNmKKxg3f	The Joker	Steve Miller Band	75	1bp2IO61zbQrbWNmKKxg3f	The Joker	1973-01-01	The Sound of Album Rock	1bp2IO61zbQrbWNmKKxg3f	0.6	0.45	5	-9.62	1	0.04	0.365	5.3e-06	0.21	0.8	83.29	264504	rock	album rock
3jYRpwbctfqB77uU7T7K3U	Caught Up In You	38 Special	63	3jYRpwbctfqB77uU7T7K3U	Special Forces	1982-01-01	The Sound of Album Rock	3jYRpwbctfqB77uU7T7K3U	0.42	0.68	1	-8.6	0	0.03	0.0229	0.000219	0.05	0.93	131.01	279333	rock	album rock
7b4yGtR0rujvLi5EBfKKJ2	Take Me Home Tonight	Eddie Money	67	7b4yGtR0rujvLi5EBfKKJ2	Cant Hold Back	1986-10-15	The Sound of Album Rock	7b4yGtR0rujvLi5EBfKKJ2	0.61	0.77	1	-9.91	1	0.04	0.101	1.41e-06	0.09	0.75	132.7	211160	rock	album rock
43DeSV93pJPT4lCZaWZ6b1	The Boys Are Back In Town	Thin Lizzy	74	43DeSV93pJPT4lCZaWZ6b1	Jailbreak (Deluxe Edition)	1976	The Sound of Album Rock	43DeSV93pJPT4lCZaWZ6b1	0.44	0.71	8	-9.8	1	0.05	0.234	0.000252	0.2	0.77	80.82	266720	rock	album rock
4alHo6RGd0D3OUbTPExTHN	Just What I Needed	The Cars	69	4alHo6RGd0D3OUbTPExTHN	The Cars	1978-06-06	The Sound of Album Rock	4alHo6RGd0D3OUbTPExTHN	0.62	0.58	4	-9.31	1	0.05	0.0152	6.4e-05	0.09	0.69	127.22	225627	rock	album rock
5fsU7AtSTp0zySUf46hwbt	Just Between You And Me	April Wine	47	5fsU7AtSTp0zySUf46hwbt	Nature Of The Beast	1981	The Sound of Album Rock	5fsU7AtSTp0zySUf46hwbt	0.51	0.31	7	-15.02	1	0.02	0.408	4.48898530681618	0.15	0.38	83.55	235560	rock	album rock
0gaMmmhGi5buPXpquSAfxg	The Temple Of The King	Rainbow	59	0gaMmmhGi5buPXpquSAfxg	Ritchie Blackmores Rainbow	1975-01-01	The Sound of Album Rock	0gaMmmhGi5buPXpquSAfxg	0.49	0.49	9	-11.63	0	0.03	0.445	1.44e-05	0.06	0.37	81.97	282013	rock	album rock
648BMGrt98kUbLo24A4vgj	Hip To Be Square	Huey Lewis & The News	64	648BMGrt98kUbLo24A4vgj	Fore!	1986-01-01	The Sound of Album Rock	648BMGrt98kUbLo24A4vgj	0.67	0.78	9	-11.09	1	0.03	0.0025	0.000347	0.14	0.96	140.87	245467	rock	album rock
1i5oEx2vFczQ2sCY3c6Kn5	Love Hurts	Nazareth	58	1i5oEx2vFczQ2sCY3c6Kn5	Hair Of The Dog	1975-01-01	The Sound of Album Rock	1i5oEx2vFczQ2sCY3c6Kn5	0.48	0.33	7	-11.85	1	0.03	0.00596	0.0032	0.32	0.14	79.77	233133	rock	album rock
3vV3cr2TpPqFk07zxYUbla	Cum on Feel the Noize	Quiet Riot	69	3vV3cr2TpPqFk07zxYUbla	Metal Health	1983	The Sound of Album Rock	3vV3cr2TpPqFk07zxYUbla	0.41	0.92	11	-5.44	0	0.12	0.00719	0.00105	0.08	0.37	145.08	290960	rock	album rock
43btz2xjMKpcmjkuRsvxyg	Jack & Diane	John Mellencamp	73	43btz2xjMKpcmjkuRsvxyg	American Fool	1982	The Sound of Album Rock	43btz2xjMKpcmjkuRsvxyg	0.81	0.41	9	-8.21	1	0.04	0.0365	6.94e-06	0.08	0.62	103.94	254493	rock	album rock
7pkWZL0kA26s754CwyK0SH	Once Bitten Twice Shy	Great White	59	7pkWZL0kA26s754CwyK0SH	Twice Shy	1989-01-01	The Sound of Album Rock	7pkWZL0kA26s754CwyK0SH	0.72	0.54	0	-14.02	1	0.03	0.028	8.99527450343594	0.13	0.61	131.68	322897	rock	album rock
5XcZRgJv3zMhTqCyESjQrF	Poison	Alice Cooper	70	5XcZRgJv3zMhTqCyESjQrF	Trash	1989-07-25	The Sound of Album Rock	5XcZRgJv3zMhTqCyESjQrF	0.28	0.91	2	-5.51	0	0.11	0.0327	8.85e-06	0.18	0.26	118.7	270080	rock	album rock
5t5rCnsgRBtcKqTB7SbD1Q	High Enough	Damn Yankees	59	5t5rCnsgRBtcKqTB7SbD1Q	Damn Yankees	1990	The Sound of Album Rock	5t5rCnsgRBtcKqTB7SbD1Q	0.27	0.54	2	-9.61	1	0.03	0.0241	0	0.09	0.23	81.81	287320	rock	album rock
5EOoMWIB9iK4ZpcSex9Ec7	Old Time Rock & Roll	Bob Seger	72	5EOoMWIB9iK4ZpcSex9Ec7	Stranger In Town	1978-05-05	The Sound of Album Rock	5EOoMWIB9iK4ZpcSex9Ec7	0.71	0.94	6	-2.95	1	0.04	0.206	0	0.07	0.96	124.13	194147	rock	album rock
2ymeOsYijJz09LfKw3yM2x	Joy To The World	Three Dog Night	63	2ymeOsYijJz09LfKw3yM2x	Naturally	1970-01-01	The Sound of Album Rock	2ymeOsYijJz09LfKw3yM2x	0.65	0.68	2	-12.52	1	0.03	0.464	0.00121	0.34	0.97	126.87	220573	rock	album rock
2U2ByqoO82fnayaPzO4x2d	Lady In Black	Uriah Heep	56	2U2ByqoO82fnayaPzO4x2d	Celebration	2009-10-02	The Sound of Album Rock	2U2ByqoO82fnayaPzO4x2d	0.55	0.7	7	-7.69	1	0.04	0.218	0.000132	0.21	0.57	87.47	330600	rock	album rock
3obciWcyGwsVNZ76PYge6C	Summertime Girls	Y&T	45	3obciWcyGwsVNZ76PYge6C	Open Fire	1985-01-01	The Sound of Album Rock	3obciWcyGwsVNZ76PYge6C	0.39	0.84	4	-6.4	1	0.04	0.0102	1.78e-06	0.41	0.76	129.04	207133	rock	album rock
5ZIU2kT1wNjQNclQeVCz5O	Modern Day Cowboy	Tesla	56	5ZIU2kT1wNjQNclQeVCz5O	Mechanical Resonance	1986-01-01	The Sound of Album Rock	5ZIU2kT1wNjQNclQeVCz5O	0.44	0.77	4	-8.84	1	0.03	0.0127	2.58e-06	0.09	0.32	112.8	318227	rock	album rock
2HHtWyy5CgaQbC7XSoOb0e	Eye of the Tiger	Survivor	72	2HHtWyy5CgaQbC7XSoOb0e	Eye Of The Tiger	1982	The Sound of Album Rock	2HHtWyy5CgaQbC7XSoOb0e	0.81	0.44	0	-14.52	0	0.03	0.216	0.000466	0.08	0.55	108.97	243773	rock	album rock
6L5BZEcZmD6RBJnimzlyKr	Nights In White Satin - Single Version / Mono Mix	The Moody Blues	67	6L5BZEcZmD6RBJnimzlyKr	Days Of Future Passed (Deluxe Version)	1967-11-10	The Sound of Album Rock	6L5BZEcZmD6RBJnimzlyKr	0.2	0.48	4	-4.99	0	0.03	0.465	6.8796510460088	0.07	0.17	84.71	269107	rock	album rock
3LQPTJEqOfljGBxmpgUnoC	American Woman - Remastered	The Guess Who	67	3LQPTJEqOfljGBxmpgUnoC	American Woman	2000-07-10	The Sound of Album Rock	3LQPTJEqOfljGBxmpgUnoC	0.55	0.73	2	-8.51	1	0.05	0.146	0.00608	0.43	0.37	92.7	307493	rock	album rock
1zrba5qe6xkC84AlbXNa6u	Fantasy	Aldo Nova	51	1zrba5qe6xkC84AlbXNa6u	Aldo Nova	1982	The Sound of Album Rock	1zrba5qe6xkC84AlbXNa6u	0.52	0.88	0	-6.81	1	0.07	4.7e-05	0.000349	0.14	0.37	131.27	303293	rock	album rock
4iQZi2sMZlbTpcUlo5YGBf	Midnight Blue	Lou Gramm	50	4iQZi2sMZlbTpcUlo5YGBf	Ready Or Not	1987-03-03	The Sound of Album Rock	4iQZi2sMZlbTpcUlo5YGBf	0.66	0.7	0	-11.54	1	0.03	0.134	0.0444	0.11	0.66	113.76	236093	rock	album rock
5B6Z7NwVqA7W3UFiqBdEJC	Round and Round	Ratt	63	5B6Z7NwVqA7W3UFiqBdEJC	Out Of The Cellar	1984-02-14	The Sound of Album Rock	5B6Z7NwVqA7W3UFiqBdEJC	0.62	0.96	11	-4.46	1	0.06	0.0135	0.000174	0.12	0.41	126.53	266627	rock	album rock
0GTK6TesV108Jj5D3MHsYb	Owner of a Lonely Heart	Yes	69	0GTK6TesV108Jj5D3MHsYb	90125 (Deluxe Version)	1983-06-01	The Sound of Album Rock	0GTK6TesV108Jj5D3MHsYb	0.74	0.8	7	-5.98	1	0.04	0.175	0.00367	0.26	0.89	125.06	268507	rock	album rock
2374M0fQpWi3dLnB54qaLX	Africa	TOTO	83	2374M0fQpWi3dLnB54qaLX	Toto IV	1982-04-08	The Sound of Album Rock	2374M0fQpWi3dLnB54qaLX	0.67	0.37	9	-18.06	1	0.03	0.257	7.95e-05	0.05	0.73	92.72	295893	rock	album rock
6JHXiRD1QjMK1N6AQEnL04	Biggest Part of Me	Ambrosia	63	6JHXiRD1QjMK1N6AQEnL04	One Eighty	1980-03-26	The Sound of Album Rock	6JHXiRD1QjMK1N6AQEnL04	0.5	0.72	10	-8.05	1	0.05	0.238	0	0.35	0.88	153.23	324040	rock	album rock
6WCeKlgDg5zzOY1OvMA3q9	Tell Me What You Want	Zebra	42	6WCeKlgDg5zzOY1OvMA3q9	Zebra	1983	The Sound of Album Rock	6WCeKlgDg5zzOY1OvMA3q9	0.42	0.89	7	-6.92	1	0.12	0.00469	0.0787	0.09	0.38	132.97	230960	rock	album rock
6XUHsYE38CEbYunT983O9G	Give A Little Bit	Supertramp	74	6XUHsYE38CEbYunT983O9G	Even In The Quietest Moments	1977-01-01	The Sound of Album Rock	6XUHsYE38CEbYunT983O9G	0.53	0.82	2	-5.36	1	0.05	0.0694	0.0096	0.26	0.47	90.77	248173	rock	album rock
0KMGxYKeUzK9wc5DZCt3HT	If You Leave Me Now	Chicago	74	0KMGxYKeUzK9wc5DZCt3HT	Chicago X	1976-06-14	The Sound of Album Rock	0KMGxYKeUzK9wc5DZCt3HT	0.43	0.56	11	-6.78	1	0.03	0.0193	0.000828	0.13	0.28	104.21	235373	rock	album rock
25suYHVUwWFTG6G31kuhZH	Screaming in the Night	Krokus	52	25suYHVUwWFTG6G31kuhZH	Head Hunter	1983	The Sound of Album Rock	25suYHVUwWFTG6G31kuhZH	0.48	0.58	9	-13.06	1	0.03	0.0218	0.0221	0.39	0.52	96.38	397773	rock	album rock
3Pu3IChaAoa5EjgUBv5F6x	Ballroom Blitz	Sweet	60	3Pu3IChaAoa5EjgUBv5F6x	Desolation Boulevard	1974	The Sound of Album Rock	3Pu3IChaAoa5EjgUBv5F6x	0.64	0.8	4	-10.86	0	0.06	0.0821	0.00154	0.06	0.89	108.38	246573	rock	album rock
0tKjVEJlX3IZ5L1rEJc5hh	When I See You Smile	Bad English	64	0tKjVEJlX3IZ5L1rEJc5hh	Bad English	1989-06-15	The Sound of Album Rock	0tKjVEJlX3IZ5L1rEJc5hh	0.5	0.61	7	-9.9	1	0.03	0.42	0	0.19	0.33	135.67	257440	rock	album rock
2ZS0wDcdfrJPC86u5aJGo9	Seventeen	Winger	57	2ZS0wDcdfrJPC86u5aJGo9	Winger	1988	The Sound of Album Rock	2ZS0wDcdfrJPC86u5aJGo9	0.58	0.68	8	-11.93	1	0.03	0.000895	2.29e-06	0.06	0.68	95.98	245267	rock	album rock
2dEgwtRjYl6TJkIwjRwn6z	Heaven	Warrant	60	2dEgwtRjYl6TJkIwjRwn6z	Dirty Rotten Filthy Stinking Rich	1989	The Sound of Album Rock	2dEgwtRjYl6TJkIwjRwn6z	0.46	0.49	6	-11.14	1	0.03	0.115	0	0.13	0.33	145.79	236867	rock	album rock
2aSFLiDPreOVP6KHiWk4lF	Under Pressure - Remastered	Queen	59	2aSFLiDPreOVP6KHiWk4lF	Greatest Hits II	1991-10-28	Rock Classics	2aSFLiDPreOVP6KHiWk4lF	0.66	0.71	2	-7.27	1	0.05	0.524	0	0.08	0.53	113.44	236520	rock	classic rock
2SiXAy7TuUkycRVbbWDEpo	You Shook Me All Night Long	AC/DC	78	2SiXAy7TuUkycRVbbWDEpo	Back In Black	1980-07-25	Rock Classics	2SiXAy7TuUkycRVbbWDEpo	0.53	0.77	7	-5.51	1	0.06	0.00287	0.000513	0.39	0.76	127.36	210173	rock	classic rock
6KTv0Z8BmVqM7DPxbGzpVC	Rock And Roll All Nite	KISS	75	6KTv0Z8BmVqM7DPxbGzpVC	Dressed To Kill	1975-03-19	Rock Classics	6KTv0Z8BmVqM7DPxbGzpVC	0.65	0.93	1	-5.91	1	0.1	0.0468	0	0.05	0.9	144.77	168840	rock	classic rock
39shmbIHICJ2Wxnk1fPSdz	Should I Stay or Should I Go - Remastered	The Clash	79	39shmbIHICJ2Wxnk1fPSdz	Combat Rock (Remastered)	1982	Rock Classics	39shmbIHICJ2Wxnk1fPSdz	0.74	0.83	2	-6.46	1	0.12	0.079	0	0.38	0.82	113.38	188987	rock	classic rock
2zYzyRzz6pRmhPzyfMEC8s	Highway to Hell	AC/DC	83	2zYzyRzz6pRmhPzyfMEC8s	Highway to Hell	1979-07-27	Rock Classics	2zYzyRzz6pRmhPzyfMEC8s	0.57	0.91	6	-4.79	0	0.13	0.0591	0.00173	0.16	0.42	115.72	208400	rock	classic rock
